,RG Description,RG Descr,REQ Description,REQ Descr,LINE Description,LINE Descr,Course ID,Subject,Catalog
,SUPPLY CHAIN MANAGEMENT BA (2023-2025)  15SBA,"60 Units Required  **Management majors are allowed to double major with either Supply Chain Management or Management Information Systems with five additional classes (i.e., only one class is allowed to double count for both majors). (RG-50215)",ADVANCED BUSINESS CORE,Requires admission to the Wilson College of Business. 5 Courses Required (RQ-64219),Organizational Behavior,1 Course Required (LN-030),000916,MGMT,5965
,SUPPLY CHAIN MANAGEMENT BA (2023-2025)  15SBA,"60 Units Required  **Management majors are allowed to double major with either Supply Chain Management or Management Information Systems with five additional classes (i.e., only one class is allowed to double count for both majors). (RG-50215)",ADVANCED BUSINESS CORE,Requires admission to the Wilson College of Business. 5 Courses Required (RQ-64219),Operations Management,1 Course Required (LN-040),000906,MGMT,3154
,SUPPLY CHAIN MANAGEMENT BA (2023-2025)  15SBA,"60 Units Required  **Management majors are allowed to double major with either Supply Chain Management or Management Information Systems with five additional classes (i.e., only one class is allowed to double count for both majors). (RG-50215)",ADVANCED BUSINESS CORE,Requires admission to the Wilson College of Business. 5 Courses Required (RQ-64219),Strategic Management,1 Course Required (LN-050),000923,MGMT,4175
,SUPPLY CHAIN MANAGEMENT BA (2023-2025)  15SBA,"60 Units Required  **Management majors are allowed to double major with either Supply Chain Management or Management Information Systems with five additional classes (i.e., only one class is allowed to double count for both majors). (RG-50215)",SUPPLY CHAIN COURSES,4 Courses Required (RQ-62942),Supply Chain and Purchasing,1 Course Required (LN-010),000912,MGMT,3161
,SUPPLY CHAIN MANAGEMENT BA (2023-2025)  15SBA,"60 Units Required  **Management majors are allowed to double major with either Supply Chain Management or Management Information Systems with five additional classes (i.e., only one class is allowed to double count for both majors). (RG-50215)",SUPPLY CHAIN COURSES,4 Courses Required (RQ-62942),Global Supply Chain Management,1 Course Required (LN-020),000918,MGMT,3167
,SUPPLY CHAIN MANAGEMENT BA (2023-2025)  15SBA,"60 Units Required  **Management majors are allowed to double major with either Supply Chain Management or Management Information Systems with five additional classes (i.e., only one class is allowed to double count for both majors). (RG-50215)",SUPPLY CHAIN COURSES,4 Courses Required (RQ-62942),Supply Chain Modeling and Analytics,1 Course Required (LN-030),062056,MGMT,3168
,SUPPLY CHAIN MANAGEMENT BA (2023-2025)  15SBA,"60 Units Required  **Management majors are allowed to double major with either Supply Chain Management or Management Information Systems with five additional classes (i.e., only one class is allowed to double count for both majors). (RG-50215)",SUPPLY CHAIN COURSES,4 Courses Required (RQ-62942),Distribution and Logistics,1 Course  Required (LN-040),000830,MKTG,3163
,SUPPLY CHAIN MANAGEMENT BA (2023-2025)  15SBA,"60 Units Required  **Management majors are allowed to double major with either Supply Chain Management or Management Information Systems with five additional classes (i.e., only one class is allowed to double count for both majors). (RG-50215)",SUPPLY CHAIN ELECTIVES,(RQ-64059),Elective Courses,2 Courses Required. (LN-010),062055,MGMT,3166
,SUPPLY CHAIN MANAGEMENT BA (2023-2025)  15SBA,"60 Units Required  **Management majors are allowed to double major with either Supply Chain Management or Management Information Systems with five additional classes (i.e., only one class is allowed to double count for both majors). (RG-50215)",SUPPLY CHAIN ELECTIVES,(RQ-64059),Elective Courses,2 Courses Required. (LN-010),060226,MGMT,3185
,SUPPLY CHAIN MANAGEMENT BA (2023-2025)  15SBA,"60 Units Required  **Management majors are allowed to double major with either Supply Chain Management or Management Information Systems with five additional classes (i.e., only one class is allowed to double count for both majors). (RG-50215)",SUPPLY CHAIN ELECTIVES,(RQ-64059),Elective Courses,2 Courses Required. (LN-010),000928,MGMT,3189
,SUPPLY CHAIN MANAGEMENT BA (2023-2025)  15SBA,"60 Units Required  **Management majors are allowed to double major with either Supply Chain Management or Management Information Systems with five additional classes (i.e., only one class is allowed to double count for both majors). (RG-50215)",SUPPLY CHAIN ELECTIVES,(RQ-64059),Elective Courses,2 Courses Required. (LN-010),000916,MGMT,3965
,SUPPLY CHAIN MANAGEMENT BA (2023-2025)  15SBA,"60 Units Required  **Management majors are allowed to double major with either Supply Chain Management or Management Information Systems with five additional classes (i.e., only one class is allowed to double count for both majors). (RG-50215)",SUPPLY CHAIN ELECTIVES,(RQ-64059),Elective Courses,2 Courses Required. (LN-010),000922,MGMT,3974
,SUPPLY CHAIN MANAGEMENT BA (2023-2025)  15SBA,"60 Units Required  **Management majors are allowed to double major with either Supply Chain Management or Management Information Systems with five additional classes (i.e., only one class is allowed to double count for both majors). (RG-50215)",SUPPLY CHAIN ELECTIVES,(RQ-64059),Elective Courses,2 Courses Required. (LN-010),061111,MGMT,3984
,SUPPLY CHAIN MANAGEMENT BA (2023-2025)  15SBA,"60 Units Required  **Management majors are allowed to double major with either Supply Chain Management or Management Information Systems with five additional classes (i.e., only one class is allowed to double count for both majors). (RG-50215)",SUPPLY CHAIN ELECTIVES,(RQ-64059),Elective Courses,2 Courses Required. (LN-010),000928,MGMT,5189
,SUPPLY CHAIN MANAGEMENT BA (2023-2025)  15SBA,"60 Units Required  **Management majors are allowed to double major with either Supply Chain Management or Management Information Systems with five additional classes (i.e., only one class is allowed to double count for both majors). (RG-50215)",SUPPLY CHAIN ELECTIVES,(RQ-64059),Elective Courses,2 Courses Required. (LN-010),000916,MGMT,5965
,SUPPLY CHAIN MANAGEMENT BA (2023-2025)  15SBA,"60 Units Required  **Management majors are allowed to double major with either Supply Chain Management or Management Information Systems with five additional classes (i.e., only one class is allowed to double count for both majors). (RG-50215)",SUPPLY CHAIN ELECTIVES,(RQ-64059),Elective Courses,2 Courses Required. (LN-010),000922,MGMT,5974
,SUPPLY CHAIN MANAGEMENT BA (2023-2025)  15SBA,"60 Units Required  **Management majors are allowed to double major with either Supply Chain Management or Management Information Systems with five additional classes (i.e., only one class is allowed to double count for both majors). (RG-50215)",SUPPLY CHAIN ELECTIVES,(RQ-64059),Elective Courses,2 Courses Required. (LN-010),061111,MGMT,5984
,ACCOUNTING BA (2023-2025)  152BA,60 Units Required (RG-50235),REQUIRED MATHEMATICS,1 Course Required (RQ-63208),Introduction to Statistical Methods,1 Course Required (LN-010),004323,STAT,1772
,ACCOUNTING BA (2023-2025)  152BA,60 Units Required (RG-50235),BUSINESS CORE,10 Courses Required (RQ-62927),Introductory Seminar for Business Professionals,1 Course Required (LN-010),000750,BUSINESS,1000
,ACCOUNTING BA (2023-2025)  152BA,60 Units Required (RG-50235),BUSINESS CORE,10 Courses Required (RQ-62927),Principles of Macroeconomics,1 Course Required (LN-020),005044,ECON,1041
,ACCOUNTING BA (2023-2025)  152BA,60 Units Required (RG-50235),BUSINESS CORE,10 Courses Required (RQ-62927),Statistics for Business Analytics,1 Course Required (LN-030),005046,ECON,1011
,ACCOUNTING BA (2023-2025)  152BA,60 Units Required (RG-50235),BUSINESS CORE,10 Courses Required (RQ-62927),Principles of Microeconomics,1 Course Required (LN-040),005045,ECON,1051
,ACCOUNTING BA (2023-2025)  152BA,60 Units Required (RG-50235),BUSINESS CORE,10 Courses Required (RQ-62927),Decision Analytics,1 Course Required (LN-050),005042,ECON,2090
,ACCOUNTING BA (2023-2025)  152BA,60 Units Required (RG-50235),BUSINESS CORE,10 Courses Required (RQ-62927),Business Professionals in Training,1 Course Required (LN-060),000751,BUSINESS,2000
,ACCOUNTING BA (2023-2025)  152BA,60 Units Required (RG-50235),BUSINESS CORE,10 Courses Required (RQ-62927),Principles of Financial Accounting,1 Course Required (LN-070),000760,ACCT,2120
,ACCOUNTING BA (2023-2025)  152BA,60 Units Required (RG-50235),BUSINESS CORE,10 Courses Required (RQ-62927),Introduction to Information Systems,1 Course Required (LN-080),000878,MGMT,2080
,ACCOUNTING BA (2023-2025)  152BA,60 Units Required (RG-50235),BUSINESS CORE,10 Courses Required (RQ-62927),Principles of Managerial Accounting,1 Course Required (LN-090),000761,ACCT,2130
,ACCOUNTING BA (2023-2025)  152BA,60 Units Required (RG-50235),BUSINESS CORE,10 Courses Required (RQ-62927),Principles of Marketing,1 Course Required (LN-100),000810,MKTG,2110
,ACCOUNTING BA (2023-2025)  152BA,60 Units Required (RG-50235),ADVANCED BUSINESS CORE,Requires admission to the Wilson College of Business. 5 Courses Required (RQ-64219),Corporate Finance,1 Course Required (LN-010),000966,FIN,3130
,ACCOUNTING BA (2023-2025)  152BA,60 Units Required (RG-50235),ADVANCED BUSINESS CORE,Requires admission to the Wilson College of Business. 5 Courses Required (RQ-64219),Corporate Finance,1 Course Required (LN-010),000966,FIN,5130
,ACCOUNTING BA (2023-2025)  152BA,60 Units Required (RG-50235),ADVANCED BUSINESS CORE,Requires admission to the Wilson College of Business. 5 Courses Required (RQ-64219),Legal and Social Environment of Business,1 Course Required (LN-020),000881,MGMT,3100
,ACCOUNTING BA (2023-2025)  152BA,60 Units Required (RG-50235),ADVANCED BUSINESS CORE,Requires admission to the Wilson College of Business. 5 Courses Required (RQ-64219),Organizational Behavior,1 Course Required (LN-030),000916,MGMT,3965
,ACCOUNTING BA (2023-2025)  152BA,60 Units Required (RG-50235),ADVANCED BUSINESS CORE,Requires admission to the Wilson College of Business. 5 Courses Required (RQ-64219),Organizational Behavior,1 Course Required (LN-030),000916,MGMT,5965
,ACCOUNTING BA (2023-2025)  152BA,60 Units Required (RG-50235),ADVANCED BUSINESS CORE,Requires admission to the Wilson College of Business. 5 Courses Required (RQ-64219),Operations Management,1 Course Required (LN-040),000906,MGMT,3154
,ACCOUNTING BA (2023-2025)  152BA,60 Units Required (RG-50235),ADVANCED BUSINESS CORE,Requires admission to the Wilson College of Business. 5 Courses Required (RQ-64219),Strategic Management,1 Course Required (LN-050),000923,MGMT,4175
,ACCOUNTING BA (2023-2025)  152BA,60 Units Required (RG-50235),ACCOUNTING COURSES,6 Courses Required.  Must earn a grade of C- or better. (RQ-62929),Intermediate Accounting I,1 Course Required (LN-010),000764,ACCT,3120
,ACCOUNTING BA (2023-2025)  152BA,60 Units Required (RG-50235),ACCOUNTING COURSES,6 Courses Required.  Must earn a grade of C- or better. (RQ-62929),Intermediate Accounting II,1 Course Required (LN-020),000765,ACCT,3122
,ACCOUNTING BA (2023-2025)  152BA,60 Units Required (RG-50235),ACCOUNTING COURSES,6 Courses Required.  Must earn a grade of C- or better. (RQ-62929),Cost Accounting,1 Course Required (LN-030),000766,ACCT,3130
,ACCOUNTING BA (2023-2025)  152BA,60 Units Required (RG-50235),ACCOUNTING COURSES,6 Courses Required.  Must earn a grade of C- or better. (RQ-62929),Accounting Information Systems,1 Course Required (LN-040),000770,ACCT,3140
,ACCOUNTING BA (2023-2025)  152BA,60 Units Required (RG-50235),ACCOUNTING COURSES,6 Courses Required.  Must earn a grade of C- or better. (RQ-62929),Income Tax,1 Course Required (LN-050),000767,ACCT,4150
,ACCOUNTING BA (2023-2025)  152BA,60 Units Required (RG-50235),ACCOUNTING COURSES,6 Courses Required.  Must earn a grade of C- or better. (RQ-62929),Auditing,1 Course Required  (LN-060),000768,ACCT,4160
,FINANCE: FINANCIAL MANAGEMENT BA (2023-2025)  16FBA,60 Units Required (RG-50055),REQUIRED MATHEMATICS,1 Course Required (RQ-63208),Introduction to Statistical Methods,1 Course Required (LN-010),004323,STAT,1772
,FINANCE: FINANCIAL MANAGEMENT BA (2023-2025)  16FBA,60 Units Required (RG-50055),BUSINESS CORE,10 Courses Required (RQ-62927),Introductory Seminar for Business Professionals,1 Course Required (LN-010),000750,BUSINESS,1000
,FINANCE: FINANCIAL MANAGEMENT BA (2023-2025)  16FBA,60 Units Required (RG-50055),BUSINESS CORE,10 Courses Required (RQ-62927),Principles of Macroeconomics,1 Course Required (LN-020),005044,ECON,1041
,FINANCE: FINANCIAL MANAGEMENT BA (2023-2025)  16FBA,60 Units Required (RG-50055),BUSINESS CORE,10 Courses Required (RQ-62927),Statistics for Business Analytics,1 Course Required (LN-030),005046,ECON,1011
,FINANCE: FINANCIAL MANAGEMENT BA (2023-2025)  16FBA,60 Units Required (RG-50055),BUSINESS CORE,10 Courses Required (RQ-62927),Principles of Microeconomics,1 Course Required (LN-040),005045,ECON,1051
,FINANCE: FINANCIAL MANAGEMENT BA (2023-2025)  16FBA,60 Units Required (RG-50055),BUSINESS CORE,10 Courses Required (RQ-62927),Decision Analytics,1 Course Required (LN-050),005042,ECON,2090
,FINANCE: FINANCIAL MANAGEMENT BA (2023-2025)  16FBA,60 Units Required (RG-50055),BUSINESS CORE,10 Courses Required (RQ-62927),Business Professionals in Training,1 Course Required (LN-060),000751,BUSINESS,2000
,FINANCE: FINANCIAL MANAGEMENT BA (2023-2025)  16FBA,60 Units Required (RG-50055),BUSINESS CORE,10 Courses Required (RQ-62927),Principles of Financial Accounting,1 Course Required (LN-070),000760,ACCT,2120
,FINANCE: FINANCIAL MANAGEMENT BA (2023-2025)  16FBA,60 Units Required (RG-50055),BUSINESS CORE,10 Courses Required (RQ-62927),Introduction to Information Systems,1 Course Required (LN-080),000878,MGMT,2080
,FINANCE: FINANCIAL MANAGEMENT BA (2023-2025)  16FBA,60 Units Required (RG-50055),BUSINESS CORE,10 Courses Required (RQ-62927),Principles of Managerial Accounting,1 Course Required (LN-090),000761,ACCT,2130
,FINANCE: FINANCIAL MANAGEMENT BA (2023-2025)  16FBA,60 Units Required (RG-50055),BUSINESS CORE,10 Courses Required (RQ-62927),Principles of Marketing,1 Course Required (LN-100),000810,MKTG,2110
,FINANCE: FINANCIAL MANAGEMENT BA (2023-2025)  16FBA,60 Units Required (RG-50055),ADVANCED BUSINESS CORE,Requires admission to the Wilson College of Business. 5 Courses Required (RQ-64219),Corporate Finance,1 Course Required (LN-010),000966,FIN,3130
,FINANCE: FINANCIAL MANAGEMENT BA (2023-2025)  16FBA,60 Units Required (RG-50055),ADVANCED BUSINESS CORE,Requires admission to the Wilson College of Business. 5 Courses Required (RQ-64219),Corporate Finance,1 Course Required (LN-010),000966,FIN,5130
,FINANCE: FINANCIAL MANAGEMENT BA (2023-2025)  16FBA,60 Units Required (RG-50055),ADVANCED BUSINESS CORE,Requires admission to the Wilson College of Business. 5 Courses Required (RQ-64219),Legal and Social Environment of Business,1 Course Required (LN-020),000881,MGMT,3100
,FINANCE: FINANCIAL MANAGEMENT BA (2023-2025)  16FBA,60 Units Required (RG-50055),ADVANCED BUSINESS CORE,Requires admission to the Wilson College of Business. 5 Courses Required (RQ-64219),Organizational Behavior,1 Course Required (LN-030),000916,MGMT,3965
,FINANCE: FINANCIAL MANAGEMENT BA (2023-2025)  16FBA,60 Units Required (RG-50055),ADVANCED BUSINESS CORE,Requires admission to the Wilson College of Business. 5 Courses Required (RQ-64219),Organizational Behavior,1 Course Required (LN-030),000916,MGMT,5965
,FINANCE: FINANCIAL MANAGEMENT BA (2023-2025)  16FBA,60 Units Required (RG-50055),ADVANCED BUSINESS CORE,Requires admission to the Wilson College of Business. 5 Courses Required (RQ-64219),Operations Management,1 Course Required (LN-040),000906,MGMT,3154
,FINANCE: FINANCIAL MANAGEMENT BA (2023-2025)  16FBA,60 Units Required (RG-50055),ADVANCED BUSINESS CORE,Requires admission to the Wilson College of Business. 5 Courses Required (RQ-64219),Strategic Management,1 Course Required (LN-050),000923,MGMT,4175
,FINANCE: FINANCIAL MANAGEMENT BA (2023-2025)  16FBA,60 Units Required (RG-50055),FINANCE COURSES,3 Courses Required (RQ-62952),Intermediate Financial Management,1 Course Required (LN-010),000975,FIN,3135
,FINANCE: FINANCIAL MANAGEMENT BA (2023-2025)  16FBA,60 Units Required (RG-50055),FINANCE COURSES,3 Courses Required (RQ-62952),Principles of Investments,1 Course Required (LN-020),000967,FIN,3160
,FINANCE: FINANCIAL MANAGEMENT BA (2023-2025)  16FBA,60 Units Required (RG-50055),FINANCE COURSES,3 Courses Required (RQ-62952),Principles of Investments,1 Course Required (LN-020),000967,FIN,5160
,FINANCE: FINANCIAL MANAGEMENT BA (2023-2025)  16FBA,60 Units Required (RG-50055),FINANCE COURSES,3 Courses Required (RQ-62952),Advanced Financial Management,1 Course Required (LN-030),000979,FIN,4145
,FINANCE: FINANCIAL MANAGEMENT BA (2023-2025)  16FBA,60 Units Required (RG-50055),FINANCIAL MANAGEMENT EMPHASIS,3 Courses Required (RQ-64238),Elective Courses,3 Courses Required.  FIN 3125 can be used by double majors in Finance and Real Estate to satisfy the requirements of both majors.  This does not apply to the Personal Wealth Management emphasis of the Finance major.  (LN-010),005050,ECON,2132
,FINANCE: FINANCIAL MANAGEMENT BA (2023-2025)  16FBA,60 Units Required (RG-50055),FINANCIAL MANAGEMENT EMPHASIS,3 Courses Required (RQ-64238),Elective Courses,3 Courses Required.  FIN 3125 can be used by double majors in Finance and Real Estate to satisfy the requirements of both majors.  This does not apply to the Personal Wealth Management emphasis of the Finance major.  (LN-010),000973,FIN,3032
,FINANCE: FINANCIAL MANAGEMENT BA (2023-2025)  16FBA,60 Units Required (RG-50055),FINANCIAL MANAGEMENT EMPHASIS,3 Courses Required (RQ-64238),Elective Courses,3 Courses Required.  FIN 3125 can be used by double majors in Finance and Real Estate to satisfy the requirements of both majors.  This does not apply to the Personal Wealth Management emphasis of the Finance major.  (LN-010),000976,FIN,3050
,FINANCE: FINANCIAL MANAGEMENT BA (2023-2025)  16FBA,60 Units Required (RG-50055),FINANCIAL MANAGEMENT EMPHASIS,3 Courses Required (RQ-64238),Elective Courses,3 Courses Required.  FIN 3125 can be used by double majors in Finance and Real Estate to satisfy the requirements of both majors.  This does not apply to the Personal Wealth Management emphasis of the Finance major.  (LN-010),000972,FIN,3065
,FINANCE: FINANCIAL MANAGEMENT BA (2023-2025)  16FBA,60 Units Required (RG-50055),FINANCIAL MANAGEMENT EMPHASIS,3 Courses Required (RQ-64238),Elective Courses,3 Courses Required.  FIN 3125 can be used by double majors in Finance and Real Estate to satisfy the requirements of both majors.  This does not apply to the Personal Wealth Management emphasis of the Finance major.  (LN-010),000962,FIN,3125
,FINANCE: FINANCIAL MANAGEMENT BA (2023-2025)  16FBA,60 Units Required (RG-50055),FINANCIAL MANAGEMENT EMPHASIS,3 Courses Required (RQ-64238),Elective Courses,3 Courses Required.  FIN 3125 can be used by double majors in Finance and Real Estate to satisfy the requirements of both majors.  This does not apply to the Personal Wealth Management emphasis of the Finance major.  (LN-010),000968,FIN,3170
,FINANCE: FINANCIAL MANAGEMENT BA (2023-2025)  16FBA,60 Units Required (RG-50055),FINANCIAL MANAGEMENT EMPHASIS,3 Courses Required (RQ-64238),Elective Courses,3 Courses Required.  FIN 3125 can be used by double majors in Finance and Real Estate to satisfy the requirements of both majors.  This does not apply to the Personal Wealth Management emphasis of the Finance major.  (LN-010),063760,FIN,3210
,FINANCE: FINANCIAL MANAGEMENT BA (2023-2025)  16FBA,60 Units Required (RG-50055),FINANCIAL MANAGEMENT EMPHASIS,3 Courses Required (RQ-64238),Elective Courses,3 Courses Required.  FIN 3125 can be used by double majors in Finance and Real Estate to satisfy the requirements of both majors.  This does not apply to the Personal Wealth Management emphasis of the Finance major.  (LN-010),000973,FIN,5032
,FINANCE: FINANCIAL MANAGEMENT BA (2023-2025)  16FBA,60 Units Required (RG-50055),FINANCIAL MANAGEMENT EMPHASIS,3 Courses Required (RQ-64238),Elective Courses,3 Courses Required.  FIN 3125 can be used by double majors in Finance and Real Estate to satisfy the requirements of both majors.  This does not apply to the Personal Wealth Management emphasis of the Finance major.  (LN-010),000972,FIN,5065
,FINANCE: FINANCIAL MANAGEMENT BA (2023-2025)  16FBA,60 Units Required (RG-50055),FINANCIAL MANAGEMENT EMPHASIS,3 Courses Required (RQ-64238),Elective Courses,3 Courses Required.  FIN 3125 can be used by double majors in Finance and Real Estate to satisfy the requirements of both majors.  This does not apply to the Personal Wealth Management emphasis of the Finance major.  (LN-010),000968,FIN,5170
,REAL ESTATE BA (2023-2025) 166BA,60 Units Required (RG-50050),REQUIRED MATHEMATICS,1 Course Required (RQ-63208),Introduction to Statistical Methods,1 Course Required (LN-010),004323,STAT,1772
,REAL ESTATE BA (2023-2025) 166BA,60 Units Required (RG-50050),BUSINESS CORE,10 Courses Required (RQ-62927),Introductory Seminar for Business Professionals,1 Course Required (LN-010),000750,BUSINESS,1000
,REAL ESTATE BA (2023-2025) 166BA,60 Units Required (RG-50050),BUSINESS CORE,10 Courses Required (RQ-62927),Principles of Macroeconomics,1 Course Required (LN-020),005044,ECON,1041
,REAL ESTATE BA (2023-2025) 166BA,60 Units Required (RG-50050),BUSINESS CORE,10 Courses Required (RQ-62927),Statistics for Business Analytics,1 Course Required (LN-030),005046,ECON,1011
,REAL ESTATE BA (2023-2025) 166BA,60 Units Required (RG-50050),BUSINESS CORE,10 Courses Required (RQ-62927),Principles of Microeconomics,1 Course Required (LN-040),005045,ECON,1051
,REAL ESTATE BA (2023-2025) 166BA,60 Units Required (RG-50050),BUSINESS CORE,10 Courses Required (RQ-62927),Decision Analytics,1 Course Required (LN-050),005042,ECON,2090
,REAL ESTATE BA (2023-2025) 166BA,60 Units Required (RG-50050),BUSINESS CORE,10 Courses Required (RQ-62927),Business Professionals in Training,1 Course Required (LN-060),000751,BUSINESS,2000
,REAL ESTATE BA (2023-2025) 166BA,60 Units Required (RG-50050),BUSINESS CORE,10 Courses Required (RQ-62927),Principles of Financial Accounting,1 Course Required (LN-070),000760,ACCT,2120
,REAL ESTATE BA (2023-2025) 166BA,60 Units Required (RG-50050),BUSINESS CORE,10 Courses Required (RQ-62927),Introduction to Information Systems,1 Course Required (LN-080),000878,MGMT,2080
,REAL ESTATE BA (2023-2025) 166BA,60 Units Required (RG-50050),BUSINESS CORE,10 Courses Required (RQ-62927),Principles of Managerial Accounting,1 Course Required (LN-090),000761,ACCT,2130
,REAL ESTATE BA (2023-2025) 166BA,60 Units Required (RG-50050),BUSINESS CORE,10 Courses Required (RQ-62927),Principles of Marketing,1 Course Required (LN-100),000810,MKTG,2110
,REAL ESTATE BA (2023-2025) 166BA,60 Units Required (RG-50050),ADVANCED BUSINESS CORE,Requires admission to the Wilson College of Business. 5 Courses Required (RQ-64219),Corporate Finance,1 Course Required (LN-010),000966,FIN,3130
,REAL ESTATE BA (2023-2025) 166BA,60 Units Required (RG-50050),ADVANCED BUSINESS CORE,Requires admission to the Wilson College of Business. 5 Courses Required (RQ-64219),Corporate Finance,1 Course Required (LN-010),000966,FIN,5130
,REAL ESTATE BA (2023-2025) 166BA,60 Units Required (RG-50050),ADVANCED BUSINESS CORE,Requires admission to the Wilson College of Business. 5 Courses Required (RQ-64219),Legal and Social Environment of Business,1 Course Required (LN-020),000881,MGMT,3100
,REAL ESTATE BA (2023-2025) 166BA,60 Units Required (RG-50050),ADVANCED BUSINESS CORE,Requires admission to the Wilson College of Business. 5 Courses Required (RQ-64219),Organizational Behavior,1 Course Required (LN-030),000916,MGMT,3965
,REAL ESTATE BA (2023-2025) 166BA,60 Units Required (RG-50050),ADVANCED BUSINESS CORE,Requires admission to the Wilson College of Business. 5 Courses Required (RQ-64219),Organizational Behavior,1 Course Required (LN-030),000916,MGMT,5965
,REAL ESTATE BA (2023-2025) 166BA,60 Units Required (RG-50050),ADVANCED BUSINESS CORE,Requires admission to the Wilson College of Business. 5 Courses Required (RQ-64219),Operations Management,1 Course Required (LN-040),000906,MGMT,3154
,REAL ESTATE BA (2023-2025) 166BA,60 Units Required (RG-50050),ADVANCED BUSINESS CORE,Requires admission to the Wilson College of Business. 5 Courses Required (RQ-64219),Strategic Management,1 Course Required (LN-050),000923,MGMT,4175
,REAL ESTATE BA (2023-2025) 166BA,60 Units Required (RG-50050),REAL ESTATE COURSES,6 Courses Required.  Students who double major in Finance and Real Estate may use FIN 3125 to satisfy the requirements of both majors.  This does not apply to the Personal Wealth Management emphasis of the Finance major.   (RQ-63498),Principles of Real Estate,1 Course Required (LN-010),000961,FIN,3110
,REAL ESTATE BA (2023-2025) 166BA,60 Units Required (RG-50050),REAL ESTATE COURSES,6 Courses Required.  Students who double major in Finance and Real Estate may use FIN 3125 to satisfy the requirements of both majors.  This does not apply to the Personal Wealth Management emphasis of the Finance major.   (RQ-63498),Real Estate Law and Brokerage,1 Course Required (LN-020),000964,FIN,3115
,REAL ESTATE BA (2023-2025) 166BA,60 Units Required (RG-50050),REAL ESTATE COURSES,6 Courses Required.  Students who double major in Finance and Real Estate may use FIN 3125 to satisfy the requirements of both majors.  This does not apply to the Personal Wealth Management emphasis of the Finance major.   (RQ-63498),Real Estate Appraisal and Investment,1 Course Required (LN-030),000963,FIN,3120
,REAL ESTATE BA (2023-2025) 166BA,60 Units Required (RG-50050),REAL ESTATE COURSES,6 Courses Required.  Students who double major in Finance and Real Estate may use FIN 3125 to satisfy the requirements of both majors.  This does not apply to the Personal Wealth Management emphasis of the Finance major.   (RQ-63498),Real Estate Finance,1 Course Required (LN-040),000962,FIN,3125
,REAL ESTATE BA (2023-2025) 166BA,60 Units Required (RG-50050),REAL ESTATE COURSES,6 Courses Required.  Students who double major in Finance and Real Estate may use FIN 3125 to satisfy the requirements of both majors.  This does not apply to the Personal Wealth Management emphasis of the Finance major.   (RQ-63498),Intermediate Financial Management,1 Course Required (LN-050),000975,FIN,3135
,REAL ESTATE BA (2023-2025) 166BA,60 Units Required (RG-50050),REAL ESTATE COURSES,6 Courses Required.  Students who double major in Finance and Real Estate may use FIN 3125 to satisfy the requirements of both majors.  This does not apply to the Personal Wealth Management emphasis of the Finance major.   (RQ-63498),Advanced Real Estate Cases,1 Course Required (LN-060),062844,FIN,4190
,INTERNATIONAL BUSINESS MINOR (2024-present)  101MIN,"18 Units Required. Available to majors in: Accounting, Business Teaching, Economics: Business Analysis Emphasis, Finance, Management, Management Information Systems, Marketing and Real Estate.   The purpose of the minor is to provide a plan of study that builds upon the knowledge gained through business core and business major courses with respect to issues associated with operating within the global economy.  (RG-50375)",WORLD AFFAIRS,(RQ-50994),World Affairs Course,(LN-010),005419,GEOG,1110
,INTERNATIONAL BUSINESS MINOR (2024-present)  101MIN,"18 Units Required. Available to majors in: Accounting, Business Teaching, Economics: Business Analysis Emphasis, Finance, Management, Management Information Systems, Marketing and Real Estate.   The purpose of the minor is to provide a plan of study that builds upon the knowledge gained through business core and business major courses with respect to issues associated with operating within the global economy.  (RG-50375)",WORLD AFFAIRS,(RQ-50994),World Affairs Course,(LN-010),005218,POL INTL,1024
,INTERNATIONAL BUSINESS MINOR (2024-present)  101MIN,"18 Units Required. Available to majors in: Accounting, Business Teaching, Economics: Business Analysis Emphasis, Finance, Management, Management Information Systems, Marketing and Real Estate.   The purpose of the minor is to provide a plan of study that builds upon the knowledge gained through business core and business major courses with respect to issues associated with operating within the global economy.  (RG-50375)",INTERNATIONAL BUSINESS CORE,4 Courses Required (RQ-64512),Economics Course,(LN-010),005066,ECON,3249
,INTERNATIONAL BUSINESS MINOR (2024-present)  101MIN,"18 Units Required. Available to majors in: Accounting, Business Teaching, Economics: Business Analysis Emphasis, Finance, Management, Management Information Systems, Marketing and Real Estate.   The purpose of the minor is to provide a plan of study that builds upon the knowledge gained through business core and business major courses with respect to issues associated with operating within the global economy.  (RG-50375)",INTERNATIONAL BUSINESS CORE,4 Courses Required (RQ-64512),Economics Course,(LN-010),005066,ECON,5249
,INTERNATIONAL BUSINESS MINOR (2024-present)  101MIN,"18 Units Required. Available to majors in: Accounting, Business Teaching, Economics: Business Analysis Emphasis, Finance, Management, Management Information Systems, Marketing and Real Estate.   The purpose of the minor is to provide a plan of study that builds upon the knowledge gained through business core and business major courses with respect to issues associated with operating within the global economy.  (RG-50375)",INTERNATIONAL BUSINESS CORE,4 Courses Required (RQ-64512),Financial Course,(LN-020),000973,FIN,3032
